I (3488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24918) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (24998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25778) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (25998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26538) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26758) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26778) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26978) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (26998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27198) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27418) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27538) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27558) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27638) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27758) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27778) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27858) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27978) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (27998) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28078) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28198) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28218) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28298) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28418) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28438) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28518) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28538) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28608) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28638) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28658) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28738) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28758) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28828) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28858) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28878) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28958) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (28978) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29048) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29078) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29098) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29178) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29198) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29268) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29298) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29318) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29398) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29418) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29488) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29518) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29538) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29618) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29638) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29708) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29738) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29758) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29838) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29858) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29928) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29958) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (29978) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30058) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30078) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30148) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30178) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30198) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30278) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30298) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30368) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30398) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30418) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30498) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30518) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30588) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30618) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30638) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30718) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30738) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30808) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30838) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30858) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30938) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30958) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (30988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31028) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31058) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31078) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31158) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31178) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31248) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31278) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31298) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31378) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31398) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31468) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31498) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31518) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31598) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31618) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31688) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31718) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31738) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31818) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31838) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31908) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31938) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31958) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (31988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32038) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32058) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32128) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32158) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32178) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32258) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32278) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32348) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32378) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32398) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32478) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32498) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32568) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32598) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32618) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32698) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32718) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32788) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32818) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32838) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32918) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32938) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (32988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33008) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33038) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33058) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33158) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33228) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33258) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33278) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33378) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33448) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33478) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33498) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33598) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33668) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33698) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33718) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33818) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33888) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33918) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33938) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (33988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34038) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34108) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34158) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34258) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34328) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34378) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34428) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34458) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34478) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34508) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34528) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34548) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34578) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34598) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34628) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34648) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34678) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34698) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34728) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34748) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34768) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34798) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34818) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34848) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34868) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34898) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34918) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34948) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34968) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (34988) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35018) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35038) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35068) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35088) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35118) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35138) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35168) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35188) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35208) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35238) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35258) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35288) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35308) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35338) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35358) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35388) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35408) main: ADC0:    0; DAC0:    0; PID: 21.755001
I (35428) main: ADC0:    0; DAC0:    0; PID: 21.755001
